79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(16)<2>	EQ:	werder	P	werder	53.501120	12.007710	153.985115km	2810937
(16)<2>	EQ:	werder	P	werder	53.486470	13.099740	179.254871km	2810938
(16)<2>	EQ:	werder	P	werder	53.485290	12.331120	157.126583km	2810939
(16)<2>	EQ:	werder	P	werder	52.974760	9.048880	200.032626km	2810940
(16)<2>	EQ:	werder	P	werder	52.941320	11.797940	90.362633km	2810941
(16)<2>	EQ:	werder	P	werder	52.920600	12.702510	112.734934km	2810942
(16)<2>	EQ:	werder	P	werder	52.519980	13.944220	161.814388km	2810943
(16)<2>	EQ:	werder	P	werder	52.436070	11.157060	47.841678km	2810944
(16)<2>	EQ:	werder	P	werder	52.378740	12.934000	91.432628km	2810945
(16)<2>	EQ:	werder	P	werder	52.114370	14.030640	162.654349km	2810946
(16)<2>	EQ:	werder	P	werder	52.037290	10.114970	106.163570km	2810947
(16)<2>	EQ:	werder	P	werder	52.009930	13.128160	101.892277km	2810948
(16)<2>	EQ:	werder	P	werder	52.492860	14.492650	197.531155km	2810953
(16)<2>	EQ:	werder	A	werder	53.716700	13.366700	210.378177km	6547859
(16)<2>	EQ:	werder	A	werder	53.500000	12.016700	153.956599km	6548396
(1)<0>	EQ:	meerbusch	P	meerbusch	51.261180	6.671700	0.000000km	2872504
(1)<0>	EQ:	altentreptow	P	altentreptow	53.694160	13.265040	0.000000km	2957437
(1)<0>	EQ:	sinsheim	P	sinsheim	49.252900	8.878670	0.000000km	2831872
(1)<0>	EQ:	garmisch-partenkirchen	P	garmisch-partenkirchen	47.492090	11.095760	0.000000km	2922530
(1)<0>	EQ:	lauda-konigshofen	P	lauda-konigshofen	49.565260	9.708160	0.000000km	3274966
(1)<0>	EQ:	waldshut-tiengen	P	waldshut-tiengen	47.623230	8.217170	0.000000km	2814791
(2)<1>	EQ:	oberrot	A	oberrot	49.014400	9.667220	0.004448km	6555553
(1)<0>	EQ:	rudolstadt	P	rudolstadt	50.720430	11.340460	0.000000km	2843355
(2)<1>	EQ:	herne	A	herne	51.542580	7.218970	19.090706km	6553136
(1)<0>	EQ:	schwanewede	P	schwanewede	53.233330	8.600000	0.000000km	2835260
(2)<1>	EQ:	varel	A	varel	53.396930	8.136020	0.012639km	2817876
(1)<0>	EQ:	bargteheide	P	bargteheide	53.728560	10.266950	0.000000km	2952633
(1)<0>	EQ:	harsefeld	P	harsefeld	53.453990	9.502970	0.000000km	2910280
(1)<0>	EQ:	mindelheim	P	mindelheim	48.045780	10.492220	0.000000km	2871045
(2)<0>	EQ:	wetter	P	wetter	52.216400	8.404050	0.000000km	2809983
(2)<0>	EQ:	wetter	P	wetter	50.902540	8.723660	147.849153km	2809985
(3)<0>	EQ:	haltern	P	haltern	52.300000	8.183330	0.000000km	2911393
(3)<0>	EQ:	haltern	P	haltern	52.120770	7.267430	65.706021km	2911394
(3)<0>	EQ:	haltern	P	haltern	51.742970	7.181630	92.570780km	2911395
(1)<0>	EQ:	lauchhammer	P	lauchhammer	51.488130	13.766230	0.000000km	2880221
(1)<0>	EQ:	kloster lehnin	P	kloster lehnin	52.320390	12.743200	0.000000km	6691734
(1)<0>	EQ:	schontal	P	schontal	47.977890	10.010470	0.000000km	2836467
(6)<3>	EQ:	steinhagen	P	steinhagen	54.226160	12.988670	0.000000km	2828045
(6)<3>	EQ:	steinhagen	P	steinhagen	53.966650	11.827990	81.243560km	2828046
(6)<3>	EQ:	steinhagen	P	steinhagen	53.947800	11.678550	91.158077km	2828047
(6)<3>	EQ:	steinhagen	P	steinhagen	53.844470	11.923910	81.680014km	2828048
(6)<3>	EQ:	steinhagen	P	steinhagen	53.666670	12.466670	71.082062km	2828049
(6)<3>	EQ:	steinhagen	P	steinhagen	52.000000	8.400000	394.565847km	2828050
(6)<3>	EQ:	steinhagen	A	steinhagen	53.850000	11.933300	80.830789km	6547906
(6)<3>	EQ:	steinhagen	A	steinhagen	54.216700	12.983300	1.109714km	6548143
(6)<3>	EQ:	steinhagen	A	steinhagen	52.013650	8.429450	392.042290km	6553119
(0)<0>	No match: hanover
(1)<0>	EQ:	rottenburg	P	rottenburg	48.476290	8.935280	0.000000km	2843729
(0)<0>	No match: plon
(1)<0>	EQ:	limburg	P	limburg	48.031380	12.182210	0.000000km	2877650
(1)<0>	EQ:	burgsalach	P	burgsalach	49.033160	11.097660	0.000000km	2941172
(1)<0>	EQ:	peine	P	peine	52.319280	10.235200	0.000000km	2855047
(1)<0>	EQ:	edewecht	P	edewecht	53.126990	7.984060	0.000000km	2933364
(1)<0>	EQ:	gersthofen	P	gersthofen	48.424320	10.872730	0.000000km	2920891
(1)<0>	EQ:	niedereschach	P	niedereschach	48.133330	8.533330	0.000000km	2863457
(0)<0>	No match: donauworth
(1)<0>	IN:	eisleben	P	eisleben lutherstadt	51.527540	11.548350	0.000000km	7284571
(2)<1>	EQ:	geislingen	A	geislingen	48.287760	8.812880	139.156060km	6558164
(1)<0>	EQ:	ravensburg	P	ravensburg	47.781980	9.610620	0.000000km	2849802
(1)<0>	EQ:	bautzen	P	bautzen	51.180350	14.434940	0.000000km	2951881
(1)<0>	EQ:	marktredwitz	P	marktredwitz	50.004430	12.085930	0.000000km	2873289
(1)<0>	EQ:	schluchtern	P	schluchtern	49.147100	9.101870	0.000000km	2838202
(6)<3>	EQ:	bornheim	P	bornheim	50.131350	8.712510	0.000000km	2946108
(6)<3>	EQ:	bornheim	P	bornheim	51.492040	6.632930	210.687015km	2946109
(6)<3>	EQ:	bornheim	P	bornheim	51.081430	7.087910	156.185496km	2946110
(6)<3>	EQ:	bornheim	P	bornheim	50.763130	6.990890	141.034922km	2946111
(6)<3>	EQ:	bornheim	P	bornheim	49.783060	8.060280	60.756006km	2946112
(6)<3>	EQ:	bornheim	P	bornheim	49.222500	8.163330	108.577495km	2946113
(6)<3>	EQ:	bornheim	A	bornheim	49.783100	8.060280	60.753155km	6554834
(6)<3>	EQ:	bornheim	A	bornheim	49.222500	8.163330	108.577495km	6555172
(6)<3>	EQ:	bornheim	A	bornheim	50.763070	6.982670	141.538131km	6557562
(1)<0>	EQ:	oelde	P	oelde	51.828900	8.147240	0.000000km	2857943
(1)<0>	EQ:	asslar	P	asslar	50.591630	8.462730	0.000000km	2955009
(13)<5>	EQ:	neunkirchen	P	neunkirchen	50.841350	7.337980	0.000000km	2864424
(13)<5>	EQ:	neunkirchen	P	neunkirchen	50.800000	8.000000	46.877251km	2864425
(13)<5>	EQ:	neunkirchen	P	neunkirchen	50.546940	8.103890	63.255798km	2864426
(13)<5>	EQ:	neunkirchen	P	neunkirchen	50.203230	6.794410	80.774748km	2864427
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.750000	6.950000	124.503617km	2864429
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.734200	8.774650	160.149244km	2864430
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.611730	11.129960	303.142034km	2864431
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.550760	7.058720	144.933922km	2864432
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.477140	9.764710	230.406935km	2864433
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.386940	9.010560	201.193286km	2864434
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.344490	7.180450	166.878042km	2864435
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.117350	9.623370	252.248235km	2864436
(13)<5>	EQ:	neunkirchen	P	neunkirchen	49.707220	9.402500	193.829171km	3274976
(13)<5>	EQ:	neunkirchen	A	neunkirchen	50.780100	8.026500	49.004706km	6553146
(13)<5>	EQ:	neunkirchen	A	neunkirchen	50.550000	8.100000	62.843093km	6554251
(13)<5>	EQ:	neunkirchen	A	neunkirchen	49.745380	6.939460	125.173216km	6554358
(13)<5>	EQ:	neunkirchen	A	neunkirchen	49.386900	9.010560	201.196893km	6555651
(13)<5>	EQ:	neunkirchen	A	neunkirchen	49.707200	9.402500	193.830642km	6557028
(1)<0>	EQ:	schwarzenbruck	P	schwarzenbruck	49.357780	11.243330	0.000000km	2834955
(1)<0>	EQ:	regensburg	P	regensburg	49.015130	12.101610	0.000000km	2849483
(5)<1>	EQ:	frankenthal	A	frankenthal	51.133300	14.116700	360.303756km	6548608
(1)<0>	EQ:	herbertingen	P	herbertingen	48.066670	9.433330	0.000000km	2906222
(3)<1>	EQ:	eberbach	A	eberbach	49.470850	8.993400	0.507981km	6558051
(4)<1>	EQ:	heidelberg	A	heidelberg	49.409500	8.693500	122.628418km	6555638
(1)<0>	EQ:	hettstedt	P	hettstedt	51.650300	11.511460	0.000000km	2905206
(1)<0>	EQ:	holzminden	P	holzminden	51.827980	9.445500	0.000000km	2899601
(1)<0>	EQ:	wiefelstede	P	wiefelstede	53.250000	8.116670	0.000000km	2809544
(1)<0>	EQ:	wadern	P	wadern	49.541220	6.887740	0.000000km	2815565
(1)<0>	IN:	triberg	P	triberg im schwarzwald	48.131750	8.233170	0.000000km	2821216
(1)<0>	EQ:	leinfelden-echterdingen	P	leinfelden-echterdingen	48.694060	9.168090	0.000000km	2879185
(1)<0>	EQ:	bad neustadt an der saale	P	bad neustadt an der saale	50.321740	10.206730	0.000000km	2953389
(1)<0>	EQ:	pegnitz	P	pegnitz	49.752160	11.541870	0.000000km	2855065
(1)<0>	EQ:	castrop-rauxel	P	castrop-rauxel	51.556570	7.311550	0.000000km	2940231
(1)<0>	EQ:	schrobenhausen	P	schrobenhausen	48.560670	11.260710	0.000000km	2836084
(9)<1>	EQ:	neuenhaus	A	neuenhaus	52.500000	6.966670	176.005977km	6557469
(1)<0>	EQ:	oberhaching	P	oberhaching	48.024550	11.597440	0.000000km	2860525
(1)<0>	EQ:	reutlingen	P	reutlingen	48.491440	9.204270	0.000000km	2847736
(1)<0>	EQ:	neresheim	P	neresheim	48.755110	10.330410	0.000000km	2866486
(1)<0>	EQ:	potsdam	P	potsdam	52.398860	13.065660	0.000000km	2852458
(1)<0>	EQ:	vreden	P	vreden	52.037920	6.828000	0.000000km	2815824
(1)<0>	EQ:	wiesmoor	P	wiesmoor	53.416670	7.733330	0.000000km	2809134
(1)<0>	EQ:	neustrelitz	P	neustrelitz	53.361300	13.072920	0.000000km	2864005
(0)<0>	No match: wertheim am main
(1)<0>	EQ:	bad reichenhall	P	bad reichenhall	47.729470	12.878190	0.000000km	2953371
(0)<0>	No match: tubingen
(0)<1>	No match:	blankenfelde-mahlow	A	blankenfelde-mahlow	52.333300	13.400000	513.441159km	6551178
(10)<1>	EQ:	haar	A	haar	48.118030	11.732940	576.671019km	6556314
(1)<0>	EQ:	kaufering	P	kaufering	48.091210	10.879130	0.000000km	2892078
(10)<0>	EQ:	gronau	P	gronau	53.746880	9.911740	0.000000km	2917137
(10)<0>	EQ:	gronau	P	gronau	52.210990	7.022380	258.576151km	2917138
(10)<0>	EQ:	gronau	P	gronau	52.084600	9.776780	185.208805km	2917139
(10)<0>	EQ:	gronau	P	gronau	50.192950	8.779110	403.007909km	2917140
(10)<0>	EQ:	gronau	P	gronau	49.683660	8.672960	460.097234km	2917141
(10)<0>	EQ:	gronau	P	gronau	49.034380	9.336550	525.813619km	2917142
(10)<0>	EQ:	gronau	P	gronau	47.999650	10.447730	640.461420km	2917143
(10)<0>	EQ:	gronau	P	gronau	49.431670	8.271670	493.342936km	3272933
(10)<0>	EQ:	gronau	P	gronau	50.982750	7.106220	362.046673km	7534288
(10)<0>	EQ:	gronau	P	gronau	50.711540	7.129270	387.508017km	11611378
(1)<0>	EQ:	bergisch gladbach	P	bergisch gladbach	50.985600	7.132980	0.000000km	2950349
(1)<0>	EQ:	lingen	P	lingen	52.521430	7.318450	0.000000km	2877088
(1)<0>	EQ:	luckenwalde	P	luckenwalde	52.090290	13.167720	0.000000km	2875484
(1)<0>	EQ:	wetzlar	P	wetzlar	50.561090	8.504950	0.000000km	2809889
(1)<0>	EQ:	rostock	P	rostock	54.088700	12.140490	0.000000km	2844588
(0)<0>	No match: altotting
(1)<0>	EQ:	freystadt	P	freystadt	49.200070	11.330320	0.000000km	2924854
(1)<0>	EQ:	weil am rhein	P	weil am rhein	47.593310	7.620820	0.000000km	2812636
(1)<0>	EQ:	oranienburg	P	oranienburg	52.755770	13.241970	0.000000km	2857129
(2)<2>	EQ:	tangstedt	P	tangstedt	53.733330	10.083330	0.000000km	2824245
(2)<2>	EQ:	tangstedt	P	tangstedt	53.677110	9.848800	16.704162km	2824246
(2)<2>	EQ:	tangstedt	A	tangstedt	53.666700	9.850000	17.102080km	6551708
(2)<2>	EQ:	tangstedt	A	tangstedt	53.748800	10.064500	2.123277km	6552289
(1)<0>	EQ:	hohenlockstedt	P	hohenlockstedt	53.966670	9.616670	0.000000km	2901621
(1)<0>	EQ:	nunchritz	P	nunchritz	51.299930	13.385550	0.000000km	2861671
(7)<2>	EQ:	wildberg	P	wildberg	53.652420	13.123970	0.000000km	2809009
(7)<2>	EQ:	wildberg	P	wildberg	52.877370	12.630440	92.328176km	2809010
(7)<2>	EQ:	wildberg	P	wildberg	51.103630	13.582190	285.324957km	2809011
(7)<2>	EQ:	wildberg	P	wildberg	50.931870	7.767470	474.342324km	2809012
(7)<2>	EQ:	wildberg	P	wildberg	48.623360	8.745180	637.637299km	2809013
(7)<2>	EQ:	wildberg	P	wildberg	47.676300	10.515440	689.777148km	2809014
(7)<2>	EQ:	wildberg	P	wildberg	47.595610	9.747270	714.670686km	2809015
(7)<2>	EQ:	wildberg	A	wildberg	53.650000	13.116700	0.551026km	6547860
(7)<2>	EQ:	wildberg	A	wildberg	48.623850	8.760900	637.062869km	6558075
(0)<1>	No match:	losheim am see	A	losheim am see	49.518100	6.735000	638.013058km	6547515
(0)<1>	No match:	pohlheim	A	pohlheim	50.529090	8.724690	459.924834km	3208100
(1)<0>	EQ:	lebach	P	lebach	49.411220	6.909880	0.000000km	2879832
(28)<2>	EQ:	hof	P	hof	47.858050	7.764840	0.000000km	2902751
(28)<2>	EQ:	hof	P	hof	48.671040	8.193680	95.843119km	2902764
(28)<2>	EQ:	hof	P	hof	51.239600	13.188350	543.309248km	2902765
(28)<2>	EQ:	hof	P	hof	51.081780	7.355400	359.763773km	2902766
(28)<2>	EQ:	hof	P	hof	50.666670	8.016670	312.896883km	2902767
(28)<2>	EQ:	hof	P	hof	50.312970	11.912610	407.726442km	2902768
(28)<2>	EQ:	hof	P	hof	49.813670	10.464180	294.181108km	2902769
(28)<2>	EQ:	hof	P	hof	49.466670	12.400000	385.375025km	2902770
(28)<2>	EQ:	hof	P	hof	49.202130	12.696310	393.604820km	2902771
(28)<2>	EQ:	hof	P	hof	49.042540	12.930820	404.108773km	2902772
(28)<2>	EQ:	hof	P	hof	48.982950	12.483620	370.915739km	2902773
(28)<2>	EQ:	hof	P	hof	48.789550	13.193320	415.570879km	2902774
(28)<2>	EQ:	hof	P	hof	48.708420	13.397320	428.471732km	2902775
(28)<2>	EQ:	hof	P	hof	48.694350	13.535880	438.223414km	2902776
(28)<2>	EQ:	hof	P	hof	48.666650	9.172340	137.853834km	2902777
(28)<2>	EQ:	hof	P	hof	48.629140	13.413570	428.114379km	2902778
(28)<2>	EQ:	hof	P	hof	48.634820	12.591730	368.677827km	2902779
(28)<2>	EQ:	hof	P	hof	48.508880	8.368110	85.143554km	2902780
(28)<2>	EQ:	hof	P	hof	48.351370	11.311070	269.712360km	2902781
(28)<2>	EQ:	hof	P	hof	48.291490	12.967460	390.592672km	2902782
(28)<2>	EQ:	hof	P	hof	48.014270	12.769290	374.256600km	2902783
(28)<2>	EQ:	hof	P	hof	47.891260	8.173570	30.797560km	2902784
(28)<2>	EQ:	hof	P	hof	47.812780	11.817440	303.394342km	2902785
(28)<2>	EQ:	hof	P	hof	47.816670	9.633330	139.946655km	2902786
(28)<2>	EQ:	hof	P	hof	47.821560	8.015400	19.189737km	2902787
(28)<2>	EQ:	hof	P	hof	47.771460	7.870070	12.441876km	2902788
(28)<2>	EQ:	hof	P	hof	47.628490	10.210830	185.195717km	2902789
(28)<2>	EQ:	hof	P	hof	47.583320	10.631630	217.232514km	2902790
(28)<2>	EQ:	hof	A	hof	50.666700	8.016670	312.900215km	6554223
(28)<2>	EQ:	hof	A	hof	50.320930	11.917200	408.549832km	6556728
(1)<0>	EQ:	kaufbeuren	P	kaufbeuren	47.882380	10.621920	0.000000km	2892080
(0)<0>	No match: remseck
(1)<0>	EQ:	bovenden	P	bovenden	51.588360	9.922200	0.000000km	2945726
(3)<1>	EQ:	walting	A	walting	48.916700	11.300000	114.141740km	6556177
(1)<0>	EQ:	rockenberg	P	rockenberg	50.430500	8.736880	0.000000km	2846235
(1)<0>	EQ:	kirchlengern	P	kirchlengern	52.200000	8.633330	0.000000km	2890425
(0)<0>	No match: haselunne
(1)<0>	EQ:	mombris	P	mombris	50.069210	9.163710	0.000000km	2869936
(1)<0>	EQ:	besigheim	P	besigheim	48.997970	9.142680	0.000000km	2949803
(1)<0>	EQ:	suhl	P	suhl	50.609110	10.694010	0.000000km	2824948
(1)<0>	EQ:	nordenham	P	nordenham	53.486100	8.480930	0.000000km	2862104
(24)<1>	EQ:	neustadt	A	neustadt	51.466700	10.466700	287.747123km	6549803
(1)<0>	EQ:	schwerte	P	schwerte	51.443870	7.567500	0.000000km	2834265
(2)<1>	EQ:	kassel	A	kassel	51.316610	9.491160	0.616350km	6547484
(2)<1>	EQ:	gladbeck	A	gladbeck	51.571340	6.982670	43.564515km	6557587
(1)<0>	EQ:	baiersbronn	P	baiersbronn	48.503180	8.376990	0.000000km	2953197
(1)<0>	EQ:	siegburg	P	siegburg	50.800190	7.207690	0.000000km	2832521
(1)<0>	EQ:	detmold	P	detmold	51.938550	8.873180	0.000000km	2937936
(1)<0>	EQ:	halberstadt	P	halberstadt	51.895620	11.056220	0.000000km	2911665
(1)<0>	EQ:	herford	P	herford	52.114570	8.673430	0.000000km	2906121
(2)<1>	EQ:	schwalbach	A	schwalbach	49.303600	6.847400	176.601652km	6547526
(1)<0>	EQ:	bad windsheim	P	bad windsheim	49.502740	10.415390	0.000000km	2953314
(1)<0>	EQ:	putbus	P	putbus	54.355110	13.476340	0.000000km	2851615
(2)<2>	EQ:	heidenau	P	heidenau	53.316670	9.666670	0.000000km	2907886
(2)<2>	EQ:	heidenau	P	heidenau	50.972210	13.867410	388.144466km	2907887
(2)<2>	EQ:	heidenau	A	heidenau	50.969400	13.877850	388.889919km	6550819
(2)<2>	EQ:	heidenau	A	heidenau	53.316700	9.666670	0.003339km	6552636
(1)<0>	EQ:	hovelhof	P	hovelhof	51.816670	8.650000	0.000000km	2898364
(2)<1>	EQ:	heiligenhaus	A	heiligenhaus	51.326620	6.971060	0.000000km	6557499
(1)<0>	EQ:	balve	P	balve	51.331500	7.864240	0.000000km	2953003
(1)<0>	EQ:	weissenhorn	P	weissenhorn	48.305010	10.160470	0.000000km	2811879
(3)<1>	EQ:	salzburg	A	salzburg	50.666700	8.050000	194.166765km	6554266
(1)<0>	EQ:	wernigerode	P	wernigerode	51.836520	10.782160	0.000000km	2810808
(1)<0>	EQ:	eichstatt	P	eichstatt	48.637510	12.106940	0.000000km	2932070
(1)<0>	EQ:	bad bramstedt	P	bad bramstedt	53.918300	9.884240	0.000000km	2953537
(2)<1>	EQ:	rosenheim	A	rosenheim	47.854970	12.123180	0.164480km	6556097
(1)<0>	EQ:	burgwedel	P	burgwedel	53.650910	9.906520	0.000000km	2941062
(0)<0>	No match: schonefeld
(1)<0>	EQ:	bernkastel-kues	P	bernkastel-kues	49.916020	7.076640	0.000000km	2949998
(1)<0>	EQ:	isselburg	P	isselburg	51.832320	6.464280	0.000000km	2895630
(1)<0>	EQ:	bad salzungen	P	bad salzungen	50.813420	10.236100	0.000000km	2953357
(1)<0>	EQ:	garbsen	P	garbsen	52.413710	9.589900	0.000000km	2922586
(0)<0>	No match: schmolln
(1)<0>	EQ:	murnau am staffelsee	P	murnau am staffelsee	47.680850	11.201250	0.000000km	2867445
(1)<0>	EQ:	porta westfalica	P	porta westfalica	52.229610	8.916120	0.000000km	2852577
(2)<1>	EQ:	meissen	A	meissen	51.164900	13.485900	336.331789km	6550801
(1)<0>	EQ:	ladenburg	P	ladenburg	49.473070	8.608960	0.000000km	2881980
(1)<0>	EQ:	remscheid	P	remscheid	51.179830	7.192500	0.000000km	2848273
(1)<0>	EQ:	sindelfingen	P	sindelfingen	48.700000	9.016670	0.000000km	2831948
(1)<0>	EQ:	cottbus	P	cottbus	51.757690	14.328880	0.000000km	2939811
(2)<1>	EQ:	kalkar	A	kalkar	51.733300	6.300000	0.893214km	6557492
(1)<0>	EQ:	stassfurt	P	stassfurt	51.851860	11.585080	0.000000km	2829422
(1)<0>	EQ:	gross-umstadt	P	gross-umstadt	49.868990	8.932100	0.000000km	2914929
(1)<0>	EQ:	oberstdorf	P	oberstdorf	47.407240	10.279390	0.000000km	2858964
(1)<0>	EQ:	michelstadt	P	michelstadt	49.675690	9.003730	0.000000km	2871284
(1)<0>	EQ:	birkenwerder	P	birkenwerder	52.683330	13.283330	0.000000km	2948503
(1)<0>	EQ:	dettelbach	P	dettelbach	49.802950	10.165190	0.000000km	2937932
(1)<0>	EQ:	darmstadt	P	darmstadt	49.871670	8.650270	0.000000km	2938913
(6)<3>	EQ:	freudenberg	P	freudenberg	54.225250	12.494630	0.000000km	2924912
(6)<3>	EQ:	freudenberg	P	freudenberg	54.016670	10.350000	142.130831km	2924913
(6)<3>	EQ:	freudenberg	P	freudenberg	52.698600	13.817020	191.258987km	2924914
(6)<3>	EQ:	freudenberg	P	freudenberg	50.897410	7.874150	484.884716km	2924915
(6)<3>	EQ:	freudenberg	P	freudenberg	49.753490	9.327480	542.908952km	2924916
(6)<3>	EQ:	freudenberg	P	freudenberg	49.483330	11.983330	528.777948km	2924917
(6)<3>	EQ:	freudenberg	A	freudenberg	49.483300	11.983300	528.781415km	6556616
(6)<3>	EQ:	freudenberg	A	freudenberg	50.893450	7.885650	484.727862km	6557691
(6)<3>	EQ:	freudenberg	A	freudenberg	49.745000	9.329170	543.735949km	6558012
(1)<0>	EQ:	montabaur	P	montabaur	50.435880	7.823200	0.000000km	2869746
(1)<0>	EQ:	lindenberg im allgau	P	lindenberg im allgau	47.602840	9.885490	0.000000km	2877336
(1)<0>	EQ:	schriesheim	P	schriesheim	49.473720	8.663600	0.000000km	2836089
(2)<2>	EQ:	lengerich	P	lengerich	52.553810	7.531640	0.000000km	2878838
(2)<2>	EQ:	lengerich	P	lengerich	52.186610	7.860430	46.594110km	2878840
(2)<2>	EQ:	lengerich	A	lengerich	52.550000	7.516670	1.100375km	6552906
(2)<2>	EQ:	lengerich	A	lengerich	52.184900	7.857500	46.666019km	6557598
(1)<0>	EQ:	neumarkt in der oberpfalz	P	neumarkt in der oberpfalz	49.280280	11.462780	0.000000km	2864549
(2)<1>	EQ:	bramsche	A	bramsche	52.403100	7.988300	42.608019km	6557478
(1)<0>	EQ:	uberlingen	P	uberlingen	47.769770	9.171360	0.000000km	2820577
(1)<0>	EQ:	mockmuhl	P	mockmuhl	49.324900	9.358370	0.000000km	2870269
(1)<0>	EQ:	goslar	P	goslar	51.904250	10.427660	0.000000km	2918840
(1)<0>	EQ:	bruchsal	P	bruchsal	49.124260	8.598040	0.000000km	2943560
(1)<0>	EQ:	betzdorf	P	betzdorf	50.790940	7.871890	0.000000km	2949669
(1)<0>	EQ:	waldmunchen	P	waldmunchen	49.378040	12.709050	0.000000km	2814846
(2)<1>	EQ:	aurich	A	aurich	53.471870	7.477530	0.436051km	6557459
(1)<0>	EQ:	ratekau	P	ratekau	53.950000	10.733330	0.000000km	2850235
(1)<0>	EQ:	salzgitter	P	salzgitter	52.157050	10.415400	0.000000km	2842150
(1)<0>	EQ:	konigsbach-stein	P	konigsbach-stein	48.965850	8.605730	0.000000km	3206188
(1)<0>	EQ:	pottum	P	pottum	50.600000	8.000000	0.000000km	2852418
(1)<0>	EQ:	velbert	P	velbert	51.335370	7.043480	0.000000km	2817724
(2)<2>	EQ:	hemmingen	P	hemmingen	52.314250	9.723590	0.000000km	2906530
(2)<2>	EQ:	hemmingen	P	hemmingen	48.866670	9.033330	386.607365km	2906531
(2)<2>	EQ:	hemmingen	A	hemmingen	48.864600	9.037550	386.798264km	6555481
(2)<2>	EQ:	hemmingen	A	hemmingen	52.315750	9.728700	0.386386km	6557400
(1)<0>	EQ:	schopfheim	P	schopfheim	47.651050	7.820890	0.000000km	2836413
(1)<0>	EQ:	dachau	P	dachau	48.260000	11.434020	0.000000km	2939623
(2)<1>	EQ:	waiblingen	A	waiblingen	48.832090	9.317230	54.594846km	6557973
(1)<0>	EQ:	leipzig	P	leipzig	51.339620	12.371290	0.000000km	2879139
(1)<0>	EQ:	witten	P	witten	51.443620	7.352580	0.000000km	2807363
(1)<0>	EQ:	eberswalde	P	eberswalde	52.834920	13.819510	0.000000km	2933882
(3)<1>	EQ:	reiskirchen	A	reiskirchen	50.591400	8.839550	25.268592km	6553217
(1)<0>	EQ:	bretten	P	bretten	49.036850	8.707450	0.000000km	2944200
(19)<1>	EQ:	altenburg	A	altenburg	50.981480	12.436080	52.394589km	6551051
(1)<0>	EQ:	hachenburg	P	hachenburg	50.659980	7.822760	0.000000km	2912921
(1)<0>	EQ:	nottuln	P	nottuln	51.933330	7.350000	0.000000km	2861733
(5)<2>	EQ:	altenkirchen	P	altenkirchen	54.636240	13.343320	0.000000km	2957566
(5)<2>	EQ:	altenkirchen	P	altenkirchen	50.685940	7.641760	584.483702km	2957567
(5)<2>	EQ:	altenkirchen	P	altenkirchen	50.680260	8.460090	550.152951km	2957568
(5)<2>	EQ:	altenkirchen	P	altenkirchen	50.469310	8.408230	571.586258km	2957569
(5)<2>	EQ:	altenkirchen	P	altenkirchen	49.443130	7.320840	709.833543km	2957570
(5)<2>	EQ:	altenkirchen	A	altenkirchen	54.633300	13.333300	0.725091km	6548405
(5)<2>	EQ:	altenkirchen	A	altenkirchen	49.450000	7.316670	709.360397km	6555075
(1)<0>	EQ:	weilheim an der teck	P	weilheim an der teck	48.615720	9.537510	0.000000km	2812509
(2)<1>	EQ:	horstmar	A	horstmar	52.083300	7.316670	0.815220km	6557596
(1)<0>	EQ:	bad bentheim	P	bad bentheim	52.300660	7.157630	0.000000km	2953552
(1)<0>	EQ:	landshut	P	landshut	48.529610	12.161790	0.000000km	2881485
(3)<0>	EQ:	pullach	P	pullach	48.846790	11.873590	0.000000km	2851740
(3)<0>	EQ:	pullach	P	pullach	48.835540	12.308120	31.920802km	2851741
(3)<0>	EQ:	pullach	P	pullach	47.848420	12.014580	111.506567km	2851742
(1)<0>	EQ:	waldkraiburg	P	waldkraiburg	48.208540	12.398930	0.000000km	2814874
(0)<0>	No match: gluckstadt
(1)<0>	EQ:	kamen	P	kamen	51.592310	7.663800	0.000000km	2893438
(1)<0>	EQ:	leeste	P	leeste	52.987530	8.816250	0.000000km	2879675
(1)<0>	EQ:	greifswald	P	greifswald	54.093110	13.387860	0.000000km	2917788
(1)<0>	EQ:	trossingen	P	trossingen	48.076670	8.644090	0.000000km	2820973
(1)<0>	EQ:	tettnang	P	tettnang	47.668570	9.591320	0.000000km	2823368
(1)<0>	EQ:	friesoythe	P	friesoythe	53.022600	7.857640	0.000000km	2924360
(1)<0>	EQ:	pirmasens	P	pirmasens	49.201450	7.605290	0.000000km	2853574
(1)<0>	EQ:	hamminkeln	P	hamminkeln	51.732620	6.590310	0.000000km	2911051
(1)<0>	EQ:	meudt	P	meudt	50.498890	7.895000	0.000000km	2871460
(4)<1>	EQ:	griesheim	A	griesheim	49.866570	8.555030	26.042597km	6557720
(1)<0>	EQ:	hergatz	P	hergatz	47.650000	9.833330	0.000000km	2906115
(0)<0>	No match: huckeswagen
